date,label,avg_temp_F,avg_humidity,pct_day_brooding,pct_day_failing,alive,total_readings
2025-11-08,normal,67.95,73.08,0.0,0.0,1,48
2025-11-09,normal,63.48,81.42,0.0,0.0,1,96
2025-11-10,normal,55.71,82.14,0.0,0.0,1,96
2025-11-11,normal,54.87,82.3,0.0,0.0,1,96
2025-11-12,normal,59.02,83.88,0.0,0.0,1,96
2025-11-13,normal,62.34,84.59,0.0,0.0,1,96
2025-11-14,normal,67.88,85.61,0.0,0.0,1,96
2025-11-15,normal,74.42,87.46,0.0,0.0,1,96
2025-11-16,normal,70.42,85.35,0.0,0.0,1,96
2025-11-17,normal,65.15,83.74,0.0,0.0,1,96
2025-11-18,normal,63.49,84.37,0.0,0.0,1,96
2025-11-19,normal,61.84,85.68,0.0,0.0,1,96
2025-11-20,normal,61.74,86.65,0.0,0.0,1,96
2025-11-21,normal,63.57,87.51,0.0,0.0,1,96
2025-11-22,normal,62.0,94.57,0.0,0.0,1,96
2025-11-23,normal,60.77,96.25,0.0,0.0,1,96
2025-11-24,normal,59.31,96.58,0.0,0.0,1,96
2025-11-25,normal,64.5,98.38,0.0,0.0,1,96
2025-11-26,normal,60.71,96.57,0.0,0.0,1,96
2025-11-27,normal,52.23,95.93,0.0,0.0,1,96
2025-11-28,normal,52.2,95.6,0.0,0.0,1,96
2025-11-29,normal,51.2,96.0,0.0,0.0,1,96
2025-11-30,normal,54.0,96.05,0.0,0.0,1,96
2025-12-01,normal,51.75,95.29,0.0,0.0,1,96
2025-12-02,normal,54.44,94.88,0.0,0.0,1,96
2025-12-03,normal,54.5,94.1,0.0,0.0,1,96
2025-12-04,normal,55.1,93.87,0.0,0.0,1,96
2025-12-05,normal,52.79,92.71,0.0,0.0,1,96
2025-12-06,normal,56.32,94.47,0.0,0.0,1,96
2025-12-07,normal,55.84,95.88,0.0,0.0,1,96
2025-12-08,normal,53.49,94.76,0.0,0.0,1,96
2025-12-09,normal,53.52,93.2,0.0,0.0,1,96
2025-12-10,normal,56.48,97.09,0.0,0.0,1,96
2025-12-11,normal,53.15,96.42,0.0,0.0,1,96
2025-12-12,normal,53.16,96.51,0.0,0.0,1,96
2025-12-13,normal,53.0,95.77,0.0,0.0,1,96
2025-12-14,normal,47.7,92.13,0.0,0.0,1,96
2025-12-15,normal,43.26,92.16,0.0,0.0,1,96
2025-12-16,normal,45.93,93.67,0.0,0.0,1,43
